anc,latitude,block,offensegroup,location,sector,yblock,method,ccn,end_date,longitude,offense_text,neighborhood_cluster,shift,psa,census_tract,ward,bid,octo_record_id,district,xblock,year,report_dat,ucr_rank,offensekey,start_date,voting_precinct,offense,block_group,report_dateonly,report_time,report_hour,report_dayname,report_month,report_weeknum,is_weekend,start_hour,incident_duration_minutes,main_offense,sub_offense,offense_category,method_flag,case_openclose
5C,38.9215847053,2300 - 2499 block of washington place ne,property,"38.9215847053,-76.9937555941",5D2,139301.4,others,25001162,2025-01-03 09:55:00,-76.9937555941,theft/other,cluster 22,day,505.0,9102.0,5.0,,,5.0,400541.5,2025,2025-01-03 09:58:08,6,property|theft/other,2025-01-03 09:14:00,precinct 72,theft/other,009102 4,2025-01-03,09:58:08,9,Friday,January,1,False,9,41.0,property,theft/other,theft,Others,Closed
5D,38.9142137824,1300 - 1399 block of okie street ne,property,"38.9142137824,-76.9860296578",5D3,138483.24,others,25019219,2025-02-09 00:00:00,-76.9860296578,theft f/auto,cluster 23,midnight,506.0,8803.0,5.0,,,5.0,401211.6,2025,2025-02-09 01:15:24,7,property|theft f/auto,2025-02-08 23:41:00,precinct 76,theft f/auto,008803 1,2025-02-09,01:15:24,1,Sunday,February,6,True,23,19.0,property,theft f/auto,theft,Others,Closed
7D,38.9010101241,3751 - 3848 block of hayes street ne,violent,"38.9010101241,-76.9477585599",6D1,137018.73,gun,25012955,2025-01-27 21:11:00,-76.9477585599,robbery,cluster 30,evening,601.0,9602.0,7.0,,,6.0,404531.56,2025,2025-01-27 21:59:18,4,violent|robbery,2025-01-27 16:30:00,precinct 100,robbery,009602 2,2025-01-27,21:59:18,21,Monday,January,5,False,16,281.0,violent,robbery,robbery,Weapon,Closed
8A,38.8645871477,1500 - 1599 block of v street se,property,"38.8645871477,-76.9830613861",7D1,132974.3396088309,others,25018562,2025-02-07 16:43:00,-76.9830613861,theft/other,cluster 28,evening,701.0,7503.0,8.0,,,7.0,401470.0502393171,2025,2025-02-07 22:30:55,6,property|theft/other,2025-02-07 15:53:00,precinct 114,theft/other,007503 1,2025-02-07,22:30:55,22,Friday,February,6,False,15,50.0,property,theft/other,theft,Others,Closed
5D,38.9094049494,1300 - 1399 block of 5th street ne,property,"38.9094049494,-76.9975459006",5D1,137949.33,others,25011684,2025-01-23 22:30:00,-76.9975459006,theft f/auto,cluster 23,day,501.0,8803.0,5.0,,,5.0,400212.85,2025,2025-01-25 10:45:47,7,property|theft f/auto,2025-01-23 19:00:00,precinct 76,theft f/auto,008803 2,2025-01-25,10:45:47,10,Saturday,January,4,True,19,210.0,property,theft f/auto,theft,Others,Closed
4D,38.9552313646,800 - 899 block of jefferson street nw,property,"38.9552313646,-77.024844508",4D1,143036.75,others,25014782,2025-01-31 08:00:00,-77.024844508,motor vehicle theft,cluster 18,day,403.0,2101.0,4.0,,,4.0,397846.56,2025,2025-01-31 09:23:54,8,property|motor vehicle theft,2025-01-31 04:30:00,precinct 56,motor vehicle theft,002101 4,2025-01-31,09:23:54,9,Friday,January,5,False,4,210.0,property,motor vehicle theft,theft,Others,Closed
2G,38.9091072507,1400 - 1499 block of 8th street nw,property,"38.9091072507,-77.0229336565",3D3,137916.53,others,25014726,2025-01-31 02:40:00,-77.0229336565,burglary,cluster 7,midnight,307.0,4901.0,2.0,,,3.0,398010.9,2025,2025-01-31 06:04:32,5,property|burglary,2025-01-31 02:36:00,precinct 18,burglary,004901 2,2025-01-31,06:04:32,6,Friday,January,5,False,2,4.0,property,burglary,burglary,Others,Closed
6C,38.9002033642,600 - 699 block of h street ne,property,"38.9002033642,-76.9973048161",1D2,136927.88,others,25025722,2025-02-21 22:24:00,-76.9973048161,motor vehicle theft,cluster 25,evening,104.0,10602.0,6.0,,,1.0,400233.79,2025,2025-02-21 23:00:02,8,property|motor vehicle theft,2025-02-21 22:23:00,precinct 83,motor vehicle theft,010602 2,2025-02-21,23:00:02,23,Friday,February,8,False,22,1.0,property,motor vehicle theft,theft,Others,Closed
2B,38.9068499677,1220 - 1299 block of 19th street nw,property,"38.9068499677,-77.0434463238",2D3,137666.6,others,25026034,2025-02-17 13:30:00,-77.0434463238,theft/other,cluster 6,evening,208.0,10700.0,2.0,golden triangle,,2.0,396231.66,2025,2025-02-22 15:21:26,6,property|theft/other,2025-02-17 12:00:00,precinct 17,theft/other,010700 2,2025-02-22,15:21:26,15,Saturday,February,8,True,12,90.0,property,theft/other,theft,Others,Closed
5E,38.9312267245,100 - 199 block of irving street nw,property,"38.9312267245,-77.013912434",4D2,140371.82,others,25021636,2025-02-13 19:32:00,-77.013912434,motor vehicle theft,cluster 21,midnight,405.0,2302.0,5.0,,,4.0,398793.71,2025,2025-02-13 23:33:29,8,property|motor vehicle theft,2025-02-13 18:51:00,precinct 44,motor vehicle theft,002302 1,2025-02-13,23:33:29,23,Thursday,February,7,False,18,41.0,property,motor vehicle theft,theft,Others,Closed
2B,38.9114964109,1600 - 1619 block of 16th street nw,property,"38.9114964109,-77.0365163644",3D3,138182.13,others,25024231,2025-02-18 23:14:00,-77.0365163644,theft/other,cluster 6,midnight,301.0,5302.0,2.0,,,3.0,396832.94,2025,2025-02-18 23:14:28,6,property|theft/other,2025-02-18 21:56:00,precinct 15,theft/other,005302 2,2025-02-18,23:14:28,23,Tuesday,February,8,False,21,78.0,property,theft/other,theft,Others,Closed
7B,38.8689186523,3200 - 3299 block of pennsylvania avenue se,property,"38.8689186523,-76.9594761766",6D2,133455.8127292777,others,25010987,2025-01-24 22:40:00,-76.9594761766,theft/other,cluster 34,midnight,605.0,9901.0,7.0,,,6.0,403516.7245452165,2025,2025-01-24 00:40:16,6,property|theft/other,2025-01-23 22:09:00,precinct 109,theft/other,009901 2,2025-01-24,00:40:16,0,Friday,January,4,False,22,1471.0,property,theft/other,theft,Others,Closed
8E,38.8296434693,4100 - 4199 block of 4th street se,property,"38.8296434693,-77.0005687013",7D3,129095.21,others,25014527,2025-01-30 19:01:00,-77.0005687013,theft/other,cluster 39,evening,706.0,9802.0,8.0,,,7.0,399950.62,2025,2025-01-30 22:21:05,6,property|theft/other,2025-01-30 17:47:00,precinct 125,theft/other,009802 2,2025-01-30,22:21:05,22,Thursday,January,5,False,17,74.0,property,theft/other,theft,Others,Closed
1C,38.9232884522,1761 - 1780 block of columbia road nw,property,"38.9232884522,-77.0417577967",3D3,139491.34,others,25016507,2025-02-03 15:50:00,-77.0417577967,theft/other,cluster 1,evening,303.0,3901.0,1.0,adams morgan,,3.0,396378.95,2025,2025-02-03 16:06:26,6,property|theft/other,2025-02-03 15:10:00,precinct 35,theft/other,003901 2,2025-02-03,16:06:26,16,Monday,February,6,False,15,40.0,property,theft/other,theft,Others,Closed
4B,38.9672853762,600 - 699 block of tuckerman street nw,violent,"38.9672853762,-77.0218047016",4D1,144374.79,others,25017540,2025-02-05 13:15:00,-77.0218047016,robbery,cluster 17,evening,402.0,1901.0,4.0,,,4.0,398110.36,2025,2025-02-05 16:40:41,4,violent|robbery,2025-02-05 13:10:00,precinct 59,robbery,001901 3,2025-02-05,16:40:41,16,Wednesday,February,6,False,13,5.0,violent,robbery,robbery,Others,Closed
5A,38.9514844265,5026 - 5099 block of 8th street ne,property,"38.9514844265,-76.9939542871",4D2,142620.53,others,25020280,2025-02-10 11:00:00,-76.9939542871,theft/other,cluster 20,midnight,405.0,9509.0,5.0,,,4.0,400524.05,2025,2025-02-11 01:11:29,6,property|theft/other,2025-02-10 03:30:00,precinct 66,theft/other,009509 1,2025-02-11,01:11:29,1,Tuesday,February,7,False,3,450.0,property,theft/other,theft,Others,Closed
4D,38.9585406591,521 - 699 block of madison street nw,property,"38.9585406591,-77.0215713886",4D1,143404.04,others,25420674,2025-02-13 12:26:00,-77.0215713886,theft/other,cluster 18,day,403.0,2101.0,4.0,,,4.0,398130.35,2025,2025-02-13 14:31:55,6,property|theft/other,2025-02-13 12:25:00,precinct 58,theft/other,002101 1,2025-02-13,14:31:55,14,Thursday,February,7,False,12,1.0,property,theft/other,theft,Others,Closed
1A,38.9301765608,3200 - 3299 block of 13th street nw,property,"38.9301765608,-77.0297088471",3D1,140255.57,others,25008383,2025-01-18 11:00:00,-77.0297088471,theft f/auto,cluster 2,day,302.0,3000.0,1.0,,,3.0,397424.03,2025,2025-01-18 14:22:49,7,property|theft f/auto,2025-01-17 19:00:00,precinct 39,theft f/auto,003000 1,2025-01-18,14:22:49,14,Saturday,January,3,True,19,960.0,property,theft f/auto,theft,Others,Closed
2C,38.9054380874,1 - 1 block of thomas circle nw,property,"38.9054380874,-77.0323418139",2D3,137509.47,others,25005966,2025-01-13 17:43:00,-77.0323418139,theft/other,cluster 8,evening,207.0,10100.0,2.0,downtown,,2.0,397194.76,2025,2025-01-13 18:42:10,6,property|theft/other,2025-01-13 17:41:00,precinct 17,theft/other,010100 1,2025-01-13,18:42:10,18,Monday,January,3,False,17,2.0,property,theft/other,theft,Others,Closed
6D,38.8809864129,900 - 1199 block of maine avenue sw,property,"38.8809864129,-77.02576752",1D1,134794.96,others,25007778,2025-01-17 11:00:00,-77.02576752,theft f/auto,cluster 9,day,103.0,10202.0,6.0,southwest,,1.0,397764.23,2025,2025-01-17 14:49:51,7,property|theft f/auto,2025-01-17 09:53:00,precinct 142,theft f/auto,010202 5,2025-01-17,14:49:51,14,Friday,January,3,False,9,67.0,property,theft f/auto,theft,Others,Closed
4B,38.9777852376,7044 - 7089 block of eastern avenue nw,property,"38.9777852376,-77.0178265772",4D1,145540.3,others,25009282,2025-01-20 12:00:00,-77.0178265772,theft f/auto,cluster 17,day,401.0,1702.0,4.0,,,4.0,398455.34,2025,2025-01-20 13:53:12,7,property|theft f/auto,2025-01-19 14:00:00,precinct 63,theft f/auto,001702 2,2025-01-20,13:53:12,13,Monday,January,4,False,14,1320.0,property,theft f/auto,theft,Others,Closed
5D,38.9071829657,500 - 599 block of morse street ne,property,"38.9071829657,-76.9983926928",5D1,137702.67,others,25009391,2025-01-20 17:53:00,-76.9983926928,motor vehicle theft,cluster 23,evening,501.0,8803.0,5.0,,,5.0,400139.41,2025,2025-01-20 17:53:09,8,property|motor vehicle theft,2025-01-20 17:24:00,precinct 76,motor vehicle theft,008803 2,2025-01-20,17:53:09,17,Monday,January,4,False,17,29.0,property,motor vehicle theft,theft,Others,Closed
7C,38.8987906035,4800 - 4899 block of nannie helen burroughs avenue ne,property,"38.8987906035,-76.932711419",6D1,136773.2,others,25024541,2025-02-19 16:24:00,-76.932711419,theft/other,cluster 31,evening,602.0,7804.0,7.0,,,6.0,405836.97,2025,2025-02-19 19:33:32,6,property|theft/other,2025-02-19 16:02:00,precinct 98,theft/other,007804 1,2025-02-19,19:33:32,19,Wednesday,February,8,False,16,22.0,property,theft/other,theft,Others,Closed
5C,38.9215847053,2300 - 2499 block of washington place ne,property,"38.9215847053,-76.9937555941",5D2,139301.4,others,25025047,2025-02-20 17:00:00,-76.9937555941,motor vehicle theft,cluster 22,evening,505.0,9102.0,5.0,,,5.0,400541.5,2025,2025-02-20 17:01:51,8,property|motor vehicle theft,2025-02-20 15:53:00,precinct 72,motor vehicle theft,009102 4,2025-02-20,17:01:51,17,Thursday,February,8,False,15,67.0,property,motor vehicle theft,theft,Others,Closed
8E,38.8369449248,1300 - 1899 block of southern avenue se,property,"38.8369449248,-76.981136952",7D3,129905.89,others,25024653,2025-02-19 20:02:00,-76.981136952,motor vehicle theft,cluster 38,evening,706.0,7304.0,8.0,,,7.0,401637.7,2025,2025-02-19 22:54:25,8,property|motor vehicle theft,2025-02-19 18:50:00,precinct 121,motor vehicle theft,007304 4,2025-02-19,22:54:25,22,Wednesday,February,8,False,18,72.0,property,motor vehicle theft,theft,Others,Closed
1E,38.9177620976,8th street nw and v street nw,property,"38.9177620976,-77.0229483166",3D2,138877.29001431,others,25021003,2025-02-12 17:33:00,-77.0229483166,theft f/auto,cluster 3,evening,305.0,3500.0,1.0,,,3.0,398009.87001211,2025,2025-02-12 20:31:23,7,property|theft f/auto,2025-02-12 16:11:00,precinct 37,theft f/auto,003500 3,2025-02-12,20:31:23,20,Wednesday,February,7,False,16,82.0,property,theft f/auto,theft,Others,Closed
6C,38.9002045619,500 - 599 block of h street ne,property,"38.9002045619,-76.998974449",1D2,136928.01,others,25004747,2025-01-01 23:00:00,-76.998974449,theft f/auto,cluster 25,day,104.0,10602.0,6.0,,,1.0,400088.96,2025,2025-01-11 10:03:25,7,property|theft f/auto,2025-01-01 22:30:00,precinct 83,theft f/auto,010602 3,2025-01-11,10:03:25,10,Saturday,January,2,True,22,30.0,property,theft f/auto,theft,Others,Closed
4C,38.9420913659,400 - 425 block of upshur street nw,property,"38.9420913659,-77.0178601007",4D2,141577.95,others,25001279,2025-01-03 13:55:00,-77.0178601007,theft f/auto,cluster 18,day,407.0,2301.0,4.0,,,4.0,398451.66,2025,2025-01-04 08:29:46,7,property|theft f/auto,2025-01-03 13:01:00,precinct 46,theft f/auto,002301 1,2025-01-04,08:29:46,8,Saturday,January,1,True,13,54.0,property,theft f/auto,theft,Others,Closed
1B,38.917236462,2000 - 2099 block of 8th street nw,property,"38.917236462,-77.0229457261",3D2,138818.94,others,25006344,,-77.0229457261,theft/other,cluster 3,day,305.0,3500.0,1.0,,,3.0,398010.08,2025,2025-01-14 13:58:04,6,property|theft/other,2025-01-14 12:49:00,precinct 37,theft/other,003500 3,2025-01-14,13:58:04,13,Tuesday,January,3,False,12,,property,theft/other,theft,Others,Open
1A,38.9278656487,3000 - 3099 block of 15th street nw,property,"38.9278656487,-77.0358475471",3D1,139999.23,others,25011816,2025-01-25 16:30:00,-77.0358475471,theft f/auto,cluster 2,evening,302.0,2802.0,1.0,,,3.0,396891.66,2025,2025-01-25 16:09:16,7,property|theft f/auto,2025-01-25 15:15:00,precinct 36,theft f/auto,002802 3,2025-01-25,16:09:16,16,Saturday,January,4,True,15,75.0,property,theft f/auto,theft,Others,Closed
8C,38.8514361569,1300 - 1399 block of jasper place se,property,"38.8514361569,-76.9821411018",7D2,131514.5000554761,others,25022849,2025-02-16 11:44:00,-76.9821411018,motor vehicle theft,cluster 38,day,704.0,7404.0,8.0,,,7.0,401550.2044793915,2025,2025-02-16 11:40:21,8,property|motor vehicle theft,2025-02-16 10:44:00,precinct 117,motor vehicle theft,007404 3,2025-02-16,11:40:21,11,Sunday,February,7,True,10,60.0,property,motor vehicle theft,theft,Others,Closed
8E,38.8336572844,4026 - 4199 block of wheeler road se,violent,"38.8336572844,-76.9897828422",7D3,129540.82,gun,25005923,2025-01-13 16:00:00,-76.9897828422,robbery,cluster 39,evening,706.0,9801.0,8.0,,,7.0,400887.1,2025,2025-01-13 17:24:03,4,violent|robbery,2025-01-13 15:50:00,precinct 121,robbery,009801 1,2025-01-13,17:24:03,17,Monday,January,3,False,15,10.0,violent,robbery,robbery,Weapon,Closed
6E,38.8954551825,400 - 499 block of new jersey avenue nw,property,"38.8954551825,-77.0111885512",1D1,136400.85,others,25009871,2025-01-18 22:45:00,-77.0111885512,theft/other,cluster 8,evening,102.0,5900.0,6.0,downtown,,1.0,399029.4,2025,2025-01-21 18:13:04,6,property|theft/other,2025-01-18 18:00:00,precinct 1,theft/other,005900 2,2025-01-21,18:13:04,18,Tuesday,January,4,False,18,285.0,property,theft/other,theft,Others,Closed
5D,38.9012753565,812 - 899 block of bladensburg road ne,property,"38.9012753565,-76.9826084878",5D3,137047.02,others,25014331,2025-01-30 13:12:00,-76.9826084878,theft/other,cluster 23,day,507.0,8903.0,5.0,,,5.0,401508.58,2025,2025-01-30 13:29:59,6,property|theft/other,2025-01-30 12:40:00,precinct 79,theft/other,008903 3,2025-01-30,13:29:59,13,Thursday,January,5,False,12,32.0,property,theft/other,theft,Others,Closed
7B,38.8689186523,3200 - 3299 block of pennsylvania avenue se,property,"38.8689186523,-76.9594761766",6D2,133455.8127292777,others,25015325,2025-02-01 09:18:00,-76.9594761766,theft/other,cluster 34,day,605.0,9901.0,7.0,,,6.0,403516.7245452165,2025,2025-02-01 09:19:52,6,property|theft/other,2025-02-01 09:03:00,precinct 109,theft/other,009901 2,2025-02-01,09:19:52,9,Saturday,February,5,True,9,15.0,property,theft/other,theft,Others,Closed
2C,38.8996769403,1300 - 1399 block of new york avenue nw,property,"38.8996769403,-77.0311403905",2D3,136869.9,others,25026609,2025-02-23 20:00:00,-77.0311403905,theft/other,cluster 8,evening,209.0,10100.0,2.0,downtown,,2.0,397298.75,2025,2025-02-23 19:38:23,6,property|theft/other,2025-02-23 18:35:00,precinct 129,theft/other,010100 3,2025-02-23,19:38:23,19,Sunday,February,8,True,18,85.0,property,theft/other,theft,Others,Closed
5E,38.9148228237,1 - 99 block of seaton place nw,violent,"38.9148228237,-77.0106677549",3D2,138550.81,others,25026743,2025-02-24 00:20:00,-77.0106677549,robbery,cluster 21,midnight,308.0,3302.0,5.0,,,3.0,399074.83,2025,2025-02-24 01:00:30,4,violent|robbery,2025-02-24 00:15:00,precinct 19,robbery,003302 1,2025-02-24,01:00:30,1,Monday,February,9,False,0,5.0,violent,robbery,robbery,Others,Closed
6A,38.898528687,1300 - 1353 block of maryland avenue ne,property,"38.898528687,-76.9873501443",1D2,136742.05,others,25021280,2025-02-11 00:00:00,-76.9873501443,theft f/auto,cluster 25,day,104.0,8402.0,6.0,,,1.0,401097.32,2025,2025-02-13 11:18:17,7,property|theft f/auto,2025-02-10 22:00:00,precinct 82,theft f/auto,008402 1,2025-02-13,11:18:17,11,Thursday,February,7,False,22,120.0,property,theft f/auto,theft,Others,Closed
7C,38.8923658807,200 - 226 block of division avenue ne,violent,"38.8923658807,-76.92780803",6D1,136060.33,gun,25007070,2025-01-15 20:59:00,-76.92780803,robbery,cluster 31,evening,608.0,7808.0,7.0,,,6.0,406262.88,2025,2025-01-15 21:39:26,4,violent|robbery,2025-01-15 17:52:00,precinct 96,robbery,007808 1,2025-01-15,21:39:26,21,Wednesday,January,3,False,17,187.0,violent,robbery,robbery,Weapon,Closed
7F,38.8966558827,4000 - 4121 block of minnesota avenue ne,violent,"38.8966558827,-76.9476475094",6D1,136535.38,gun,25013418,2025-01-28 16:17:00,-76.9476475094,assault w/dangerous weapon,cluster 30,evening,602.0,7803.0,7.0,,,6.0,404541.47,2025,2025-01-28 17:51:36,3,violent|assault w/dangerous weapon,2025-01-28 16:10:00,precinct 99,assault w/dangerous weapon,007803 1,2025-01-28,17:51:36,17,Tuesday,January,5,False,16,7.0,violent,assault w/dangerous weapon,assault,Weapon,Closed
8F,38.8764742324,900 - 999 block of m street se,violent,"38.8764742324,-76.9932172037",1D3,134293.78,gun,25014626,2025-01-30 20:45:00,-76.9932172037,homicide,cluster 27,midnight,106.0,7203.0,8.0,capitol riverfront,,1.0,400588.56,2025,2025-01-30 00:00:00,1,violent|homicide,2025-01-30 20:36:00,precinct 131,homicide,007203 2,2025-01-30,00:00:00,0,Thursday,January,5,False,20,9.0,violent,homicide,homicide,Weapon,Closed
2B,38.9072424615,1900 - 1999 block of n street nw,property,"38.9072424615,-77.0441670329",2D3,137710.2,others,25018239,2025-02-07 00:00:00,-77.0441670329,theft f/auto,cluster 6,evening,208.0,10700.0,2.0,golden triangle,,2.0,396169.17,2025,2025-02-07 21:53:15,7,property|theft f/auto,2025-02-06 21:20:00,precinct 17,theft f/auto,010700 2,2025-02-07,21:53:15,21,Friday,February,6,False,21,160.0,property,theft f/auto,theft,Others,Closed
1B,38.917236462,2000 - 2099 block of 8th street nw,property,"38.917236462,-77.0229457261",3D2,138818.94,others,25018476,2025-02-07 14:38:00,-77.0229457261,theft/other,cluster 3,evening,305.0,3500.0,1.0,,,3.0,398010.08,2025,2025-02-07 15:28:08,6,property|theft/other,2025-02-07 13:41:00,precinct 37,theft/other,003500 3,2025-02-07,15:28:08,15,Friday,February,6,False,13,57.0,property,theft/other,theft,Others,Closed
5A,38.9548750107,5100 - 5199 block of eastern avenue ne,property,"38.9548750107,-76.9886109526",4D2,142996.96,others,25009503,2025-01-20 22:42:00,-76.9886109526,motor vehicle theft,cluster 19,evening,406.0,9508.0,5.0,,,4.0,400987.17,2025,2025-01-20 22:47:16,8,property|motor vehicle theft,2025-01-20 21:39:00,precinct 66,motor vehicle theft,009508 2,2025-01-20,22:47:16,22,Monday,January,4,False,21,63.0,property,motor vehicle theft,theft,Others,Closed
5F,38.9209329952,500 - 799 block of rhode island avenue ne,property,"38.9209329952,-76.9971570051",5D1,139229.04,others,25010268,2025-01-18 20:45:00,-76.9971570051,theft f/auto,cluster 21,day,502.0,9204.0,5.0,,,5.0,400246.54,2025,2025-01-22 14:25:40,7,property|theft f/auto,2025-01-18 19:30:00,precinct 74,theft f/auto,009204 2,2025-01-22,14:25:40,14,Wednesday,January,4,False,19,75.0,property,theft f/auto,theft,Others,Closed
3E,38.9462882923,4800 - 4899 block of yuma street nw,property,"38.9462882923,-77.0955537318",2D1,142048.03,others,25009307,2025-01-20 14:30:00,-77.0955537318,theft f/auto,cluster 11,day,202.0,1003.0,3.0,,,2.0,391716.68,2025,2025-01-20 14:36:23,7,property|theft f/auto,2025-01-20 10:00:00,precinct 30,theft f/auto,001003 3,2025-01-20,14:36:23,14,Monday,January,4,False,10,270.0,property,theft f/auto,theft,Others,Closed
